docid,title,text,tokencount,category,lineid
354,Structured sparsity regularization," common motivation for the use of structured sparsity method be model interpretability , high - dimensional learning ( where dimensionality of   x   may be high than the number of observation   n ) , and reduction of computational complexity . moreover , structured sparsity method allow to incorporate prior assumption on the structure of the input variable , such as overlap group , non - overlap group , and acyclic graph . example of us of structured sparsity method include face recognition , magnetic resonance image ( mri ) processing , socio - linguistic analysis in natural language processing , and analysis of genetic expression in breast cancer . ",111,Machine learning,1
355,Isotropic position," in the field of machine learning , the theory of computation , and random matrix theory , a probability distribution over vector be say to be in isotropic position if its covariance matrix be equal to the identity matrix . ",40,Machine learning,0
356,Shane Legg," shane legg   be a machine learn researcher and cofounder of deepmind technologies , acquire by google in 2014 . ",20,Machine learning researchers,0
357,List of datasets for machine-learning research," these dataset be use for machine - learn research and have be cite in peer - review academic journal . dataset be an integral part of the field of machine learning . major advance in this field can result from advance in learn algorithm ( such as deep learning ) , computer hardware , and , less - intuitively , the availability of high - quality training dataset . high - quality label training dataset for supervised and semi - supervised machine learn algorithm be usually difficult and expensive to produce because of the large amount of time need to label the datum . although they do not need to be label , high - quality dataset for unsupervised learning can also be difficult and costly to produce . weiss , gary m. , and foster provost . "" learn when training datum be costly : the effect of class distribution on tree induction . "" journal of artificial intelligence research ( 2003 ) : 315–354.turney , peter . "" type of cost in inductive concept learn . "" ( 2000).abney , steven . semisupervised learn for computational linguistic . crc press , 2007.žliobaitė , indrė , et al . "" active learn with evolve streaming datum . "" machine learning and knowledge discovery in databases . springer berlin heidelberg , 2011 . 597–612 . ",225,Machine learning,0
358,Comparison of deep-learning software," the follow table compare notable software framework , library and computer program for deep learning . 
 ",17,Data mining and machine learning software,0
359,Renjin, renjin be an implementation of the r programming language atop the java virtual machine . It be free software release under   the gpl . renjin be tightly integrate with java to allow the embedding of the interpreter into any java application with full two - way access between the java and r code . ,55,Data mining and machine learning software,0
359,Renjin," renjin 's development be primarily support by bedatadriven , but ultimately make possible by several current and past contributor include mehmet hakan satman , 
 hannes mühleisen , and ruslan shevchenko . ",32,Data mining and machine learning software,1
360,VaultML," vault ai be an israeli – base artificial intelligence company that lay claim to have create technology that can "" read "" movie and tv screenplay in order to predict box office and investment performance . an ai to predict the success of a movie , a july 2015 article from humanoids   part of the process reportedly entail analyze 300,000 to 400,000 element from the script , which could be anything from plot , character development , script structure , scene event . this startup use artificial intelligence to predict whether a hollywood film will be a hit or a flop -- just by scan the script , a july 2015 article from business insider   the founder be make up of high frequency trading veteran and state they use similar approach to predict film performance .   vault publish its 2015 film prediction for over 20 movie in early 2015 and successfully predict correctly many box office performance throughout that year . use ai to pedict hollywood hit , july 2015 article from australian robotics review   vault 's algorithm out earn the market on a return on investment basis.2015 predictions , vaultml.com . july 2015 . ",199,Machine learning,0
361,Chih-Jen Lin," chih - jen lin ( ) be distinguished professor of computer science at national taiwan university , and a leading researcher in machine learning , optimization , and datum mining . He be best know for the open source library libsvm , an implementation of support vector machine . ",49,Machine learning researchers,0
362,Darkforest," darkforest be a computer go program develop by facebook , base on deep learning technique use a convolutional neural network . Its updated version darkfores2 combine the technique of its predecessor with   monte carlo tree search . the mcts effectively take tree search method commonly see in computer chess program and randomize them . with the update , the system be know as darkfmcts3 . ",66,Machine learning,0
362,Darkforest, darkforest be of similar strength to program like crazystone and zen.http://livestream.com / oxuni / stracheylecturedrdemishassabis It have be test against a professional human player at the 2016 uec cup . google 's alphago program win against a professional player in october 2015 use a similar combination of technique . ,49,Machine learning,1
362,Darkforest, darkforest be name after liu cixin 's science fiction novel the dark forest . ,14,Machine learning,2
363,Apache SystemML," apache systemml be a flexible machine learn system that automatically scale to spark and hadoop cluster . systemml 's 
 distinguishing characteristic be : ",24,Data mining and machine learning software,0
363,Apache SystemML,"   algorithm customizability via r - like and python - like language . 
  multiple execution mode , include standalone , spark batch , spark mlcontext , hadoop batch , and jmlc . 
  automatic optimization base on datum and cluster characteristic to ensure both efficiency and scalability . ",49,Data mining and machine learning software,1
364,Phocas Software," phocas software be a business intelligence software company headquarter in coventry , england . as of 2015 , it service more than 1,000 customer . ",25,Data analysis software,0
365,XGBoost," xgboost be an open - source software library which provide a gradient boost framework for c++ , java , 
 python , 
 r , and 
 julia . 
 It work on linux , 
 windows , and 
 macos . from the project description , it aim to provide a "" scalable , portable and distributed gradient boosting ( gbm , gbrt , gbdt ) library "" . other than run on a single machine , it also support the distribute processing framework apache hadoop , apache spark , and apache flink . 
 It have gain much popularity and attention recently as the algorithm of choice for many win team of machine learning competition . ",118,Data mining and machine learning software,0
366,Aphelion (software)," the aphelion imaging software suite be a software suite that include three base product -   aphelion lab , aphelion dev , and aphelion   for address image processing and image analysis application . the suite also include a set of extension program to implement specific vertical application that benefit from imaging technique . ",54,Data mining and machine learning software,0
366,Aphelion (software)," the aphelion software product can be use to prototype and deploy application , or can be integrate , in whole or in part , into a user 's system as processing and visualization library whose component be available as both dll or .net component . ",45,Data mining and machine learning software,1
367,ND4J (software)," nd4j be a scientific computing and linear algebra library , write in the programming language java , operate on the java virtual machine ( jvm ) , and compatible with other language such as scala , and clojure . nd4j be contribute to the eclipse foundation in october 2017 . ",50,Data mining and machine learning software,0
367,ND4J (software)," nd4j be for perform linear algebra and matrix manipulation in a production environment , integrate with apache hadoop and spark to work with distribute central processing unit ( cpu ) or graphic process unit ( gpus ) . It support n - dimensional array for jvm - base language . ",50,Data mining and machine learning software,1
367,ND4J (software)," nd4j be free and open - source software , release under apache license 2.0 , and develop mostly by the group in san francisco that build deeplearning4j . It be create under an apache software foundation license . ",38,Data mining and machine learning software,2
368,Movidius," movidius be a company base in san mateo , california that design specialise low - power processor chip for computer vision . the company be acquire by intel in september 2016 . ",32,Machine learning,0
369,Microsoft Cognitive Toolkit," microsoft cognitive toolkit , 
  previously know as cntk and sometimes style as the microsoft cognitive toolkit , be a deep learning framework develop by microsoft research . microsoft cognitive toolkit describe neural network as a series of computational step via a direct graph . ",45,Data mining and machine learning software,0
370,AnswerRocket," answerrocket be an american computer software company base in sandy springs , ga . answerrocket be a natural language search - powered analytics ™ solution that provide business intelligence and analytic to business user . ",35,Data analysis software,0
371,Bayesian structural time series," bayesian structural time series ( bsts ) model be a machine learning technique use for feature selection , time series forecasting , nowcasting , infer causal impact and other application . the model be design to work with time series datum . ",42,Machine learning,0
371,Bayesian structural time series," the model have also promising application in the field of analytical marketing . in particular , it can be use in order to assess how much different marketing campaign have contribute to the change in web search volume , product sale , brand popularity and other relevant indicator . difference - in - difference model and interrupted time series design be alternative to this approach . "" in contrast to classical difference - in - difference scheme , state - space model make it possible to ( i ) infer the temporal evolution of attributable impact , ( ii ) incorporate empirical prior on the parameter in a fully bayesian treatment , and ( iii ) flexibly accommodate multiple source of variation , include the time - vary influence of contemporaneous covariate , i.e. , synthetic control . "" ",139,Machine learning,1
372,Spike-and-slab regression," in statistic , spike - and - slab regression be a bayesian variable selection technique that be particularly useful when the number of possible predictor be large than the number of observation . 
 initially , the idea of the spike - and - slab model be propose by mitchell & beauchamp ( 1988 ) . the approach be further significantly develop by madigan & raftery ( 1994 ) and george & mcculloch ( 1997 ) . the final adjustment to the model be do by ishwaran & rao ( 2005 ) . ",93,Machine learning,0
373,Glossary of artificial intelligence," most of the term list in wikipedia glossary be already define and explain within wikipedia itself .   however , glossary like this one be useful for look up , compare and review large number of term together .   You can help enhance this page by add new term or write definition for exist one . ",57,Machine learning,0
373,Glossary of artificial intelligence," this glossary of artificial intelligence term be about artificial intelligence , its sub - discipline , and relate field . ",20,Machine learning,1
374,UNISoN (Social Network Analysis Tool)," unison be a java application that can download usenet message from free nntp server , show the save message , then allow filtering of datum to save to a pajek network file or csv file . It create network use the author of each post . if someone reply to a post , there be a unidirectional link create from the author of the post to the author of the message they be reply to . there be also a preview panel that show the network visually . It be develop in 2008 as part of an msc business systems analysis & design at city university london . project website(unison.sleonard.co.uk ) and be release as freeware . in 2016 the code be make open source . github / unison/(github ) ",130,Data analysis software,0
375,Continuous analytics, continuous analytic be a data science process that abandon etl and complex batch datum pipeline in favor of cloud - native and microservice paradigms . continuous datum processing enable realtime interaction and immediate insight with few resource . ,38,Data analysis,0
376,Bing Predicts," bing predict be a prediction engine develop by microsoft that use machine learn from datum on trend social medium topic ( and sentiment towards those topic ) , along with trend search on bing . It predict the outcome of political election , popular reality show , and major sporting event . prediction can be access through the bing search engine . ",62,Machine learning,0
377,Timeline of machine learning," this page be a timeline of machine learning . major discovery , achievement , milestone and other major event be include . ",22,Machine learning,0
378,Ilya Sutskever, ilya sutskever be a computer scientist work in machine learning and currently serve as the chief scientist of openai . ,20,Machine learning researchers,0
378,Ilya Sutskever," He have make several major contribution to the field of deep learning . He be the co - inventor of famous alexnet , a convolutional neural network . He invent sequence to sequence learning , together with oriol vinyals and quoc le . sutskever be also co - inventor of alphago , and tensorflow . ",55,Machine learning researchers,1
379,Richard Zemel," richard zemel , better know by rich zemel , be a computer scientist and professor at university of toronto , department of computer science , and a leading figure in the field of machine learning and computer vision . ",39,Machine learning researchers,0
379,Richard Zemel," zemel obtain his ph . d under geoffrey hinton from university of toronto , department of computer science . ",19,Machine learning researchers,1
380,Dataiku, dataiku be a computer software company headquarter in new york city . the company develop collaborative datum science software market for big datum . ,24,Data analysis software,0
381,Open coding," open coding in ground theory method be the analytic process by which concept ( code ) to the observed datum and phenomenon be attach during qualitative datum analysis . It be one of the ' procedure ' for work with text as characterize by strauss ( 1987 ) and strauss and corbin ( 1990 ) . open coding aim at develop substantial code describe , name or classify the phenomenon under consideration . open coding be achieve by segment datum into meaningful expression and describe them in single word or short sequence of word . further , relevant annotation and concept be then attach to these expression . ",108,Data analysis,0
381,Open coding," open coding may be apply in vary degree of detail . the code can be link to a line , a sentence , a paragraph or wholesome text ( protocol , case , etc . ) . the application of the alternative depend on the research question , on the relevant datum , personal style of analyst and the stage of research . however , while cod , the main aim of coding should be in sight i.e. to break down and understand the text and develop category to be put in order in the course of time . ",99,Data analysis,1
381,Open coding, the result of open coding should be a list characterise code and category attach to the text and support by code note that be produce to explain the content of code . these note could be strike observation and thought that be relevant to the development of theory . ,49,Data analysis,2
381,Open coding," although code be exclusive to the research material and the style of the analyst , it be suggest researcher should address the text with the follow question : 
  what ? - identify the underlying issue and the phenomenon 
  who ? - identify the actor involve and the role they play . 
  how ? - identify the aspect of phenomenon 
  when ? how long ? where ? - time , course and location 
  how much ? how long ? - identify the intensity 
  why ? - identify the reason attach to the phenomenon 
  what for ? - identify intention or purpose 
  by which ? - strategy and tactic to achieve the goal ",119,Data analysis,3
382,Connect (computer system), connect be a new social network analysis software datum mining computer system develop by hmrc ( uk ) that cross - reference business 's and people 's tax record with other database to establish fraudulent or undisclosed ( misdirected ) activity . ,42,Data analysis software,0
383,Ian Goodfellow," ian j. goodfellow be a researcher work in machine learning , currently employ at apple inc. as its director of machine learn in the special projects group . He be previously employ as a research scientist at google brain . He have make several contribution to the field of deep learning . ",52,Machine learning researchers,0
384,Thomas G. Dietterich," thomas g. dietterich be emeritus professor of computer science at oregon state university . He be one of the founder of the field of machine learning . He serve as executive editor of machine learning ( journal ) ( 1992–98 ) and help co - find the journal of machine learning research . in response to the medium 's attention on the danger of artificial intelligence , dietterich have be quote for an academic perspective to a broad range of medium outlet include national public radio , business insider , microsoft research , cnet , and the wall street journal . ",101,Machine learning researchers,0
384,Thomas G. Dietterich," among his research contribution be the invention of error - correct output coding to multi - class classification , the formalization of the multiple - instance problem , the maxq framework for hierarchical reinforcement learning , and the development of method for integrate non - parametric regression tree into probabilistic graphical model . ",53,Machine learning researchers,1
385,Anthony Levandowski," anthony levandowski ( bear 15 march 15 1980 ) be an american self - drive car engineer . in 2016 he co - found otto , an autonomous trucking company , with lior ron , claire delaunay and don burnette . prior to otto , he build the google self - drive car while work as a co - founder and technical lead on the project , know as waymo . He be know for his work in the advancement of self - drive technology . in 2018 he co - found pronto , which he announce via a blog post . pronto be the first company to complete a cross - country drive in an autonomous vehicle in october 2018 . at the 2019 av summit host by the information , levandowski remark that a fundamental breakthrough in ai be need to move autonomous vehicle technology forward . ",149,Machine learning researchers,0
385,Anthony Levandowski," on may 15 , 2017 , united states district judge 
 ban levandowski from further work on otto 's lidar technology on the basis of have breach the confidentiality of former employer waymo . case 3:17-cv-00939-wha document 433 file 05/15/17 "" by way of summary , this order find plaintiff waymo llc have show compelling evidence that its former star engineer , anthony levandowski , download over 14,000 confidential file from waymo immediately before leave his employment there . "" 
  on may 30th , 2017 , uber fire levandowski for fail to cooperate with investigator . ",97,Machine learning researchers,1
386,Keras," keras be an open - source neural - network library write in python . It be capable of run on top of tensorflow , microsoft cognitive toolkit , theano , or plaidml . design to enable fast experimentation with deep neural network , it focus on be user - friendly , modular , and extensible . It be develop as part of the research effort of project oneiros ( open - end neuro - electronic intelligent robot operating system ) , and its primary author and maintainer be françois chollet , a google engineer . chollet also be the author of the xception deep neural network model . ",108,Data mining and machine learning software,0
386,Keras," in 2017 , google 's tensorflow team decide to support keras in tensorflow 's core library . chollet explain that keras be conceive to be an interface rather than a standalone machine learn framework . It offer a high - level , more intuitive set of abstraction that make it easy to develop deep learning model regardless of the computational backend use . chollet github comment microsoft add a cntk backend to keras as well , available as of cntk v2.0.cntk keras github issue ",84,Data mining and machine learning software,1
387,Klaus-Robert Müller," klaus - robert müller ( bear 1964 in karlsruhe , germany ) be a german physicist and computer scientist , most note for his work in machine learning and brain - computer interfaces . ",34,Machine learning researchers,0
388,Lior Ron (business executive)," lior ron ( bear march 16 , 1977 ) be an israeli - bear businessman . He serve in the israel defense forces from 1997 to 2004 , before attend stanford to pursue a mba . in 2016 he co - found otto , a self - drive truck company , with anthony levandowski , claire delaunay and don burnette . prior to otto he be the product lead for google maps and then the product lead for motorola mobility , which be acquire by google in 2011 . ",89,Machine learning researchers,0
389,Multiplicative weight update method," the multiplicative weight update method be an algorithmic technique most commonly use for decision making and prediction , and also widely deploy in game theory and algorithm design . the simple use case be the problem of prediction from expert advice , in which a decision maker need to iteratively decide on an expert whose advice to follow . the method assign initial weight to the expert ( usually identical initial weight ) , and update these weight multiplicatively and iteratively accord to the feedback of how well an expert perform : reduce it in case of poor performance , and increase it otherwise .   It be discover repeatedly in very diverse field such as machine learning ( adaboost , winnow , hedge ) , optimization ( solve linear program ) , theoretical computer science ( devise fast algorithm for lp and sdps ) , and game theory . ",150,Machine learning,0
390,Computational X," computational x be the set of field of study that have emerge from the application of informatic and big datum to specific discipline . example include computational biology , computational neuroscience , computational physics , and computational linguistic . ",39,Data mining,0
391,Negative testing, negative testing be a method of test an application or system that ensure that the plot of the application be accord to the requirement and can handle the unwanted input and user behavior . invalid datum be insert to compare the output against the give input . negative testing be also know as failure testing or error path testing . when perform negative testing exception be expect . this show that the application be able to handle improper user behavior . user input value that do not work in the system to test its ability to handle incorrect value or system failure . ,103,Data analysis,0
392,Apache MXNet," apache mxnet be an open - source deep learn software framework , use to train , and deploy deep neural network . It be scalable , allow for fast model training , and support a flexible programming model and multiple programming language ( include c++ , python , julia , matlab , javascript , go , r , scala , perl , and wolfram language . ) ",67,Data mining and machine learning software,0
392,Apache MXNet," the mxnet library be portable and can scale to multiple gpu and multiple machine . mxnet be support by public cloud provider include amazon web services ( aws ) and microsoft azure . amazon have choose mxnet as its deep learning framework of choice at aws . currently , mxnet be support by intel , dato , baidu , microsoft , wolfram research , and research institution such as carnegie mellon , mit , the university of washington , and the hong kong university of science and technology . ",89,Data mining and machine learning software,1
393,AIVA, aiva ( artificial intelligence virtual artist ) be a electronic composer recognize by the sacem . ,16,Machine learning,0
394,Chainer," chainer be an open source deep learning framework write purely in python on top of numpy and cupy python librari . the development be lead by japanese venture company preferred networks in partnership with ibm , intel , microsoft , and nvidia . ",43,Data mining and machine learning software,0
394,Chainer," chainer be notable for its early adoption of "" define - by - run "" scheme , as well as its performance on large scale system . the first version be release in june 2015 and have gain large popularity in japan since then . furthermore , in 2017 , it be list by kdnugget in top 10 open source machine learn python project . ",65,Data mining and machine learning software,1
395,Instance selection," instance selection ( or dataset reduction , or dataset condensation ) be an important datum pre - processing step that can be apply in many machine learning ( or datum mining ) task . s. garcía , j. luengo , and f. herrera , data preprocess in datum mining . springer , 2015 . approach for instance selection can be apply for reduce the original dataset to a manageable volume , lead to a reduction of the computational resource that be necessary for perform the learning process . algorithms of instance selection can also be apply for remove noisy instance , before apply learn algorithm . this step can improve the accuracy in classification problem . ",116,Machine learning,0
395,Instance selection," algorithm for instance selection should identify a subset of the total available datum to achieve the original purpose of the datum mining ( or machine learning ) application as if the whole datum have be use . consider this , the optimal outcome of be would be the minimum datum subset that can accomplish the same task with no performance loss , in comparison with the performance achieve when the task be perform use the whole available datum . therefore , every instance selection strategy should deal with a trade - off between the reduction rate of the dataset and the classification quality . ",104,Machine learning,1
396,Social profiling," social profiling be the process of construct a user 's profile use his or her social datum . in general , profile refer to the data science process of generate a person 's profile with computerized algorithm and technology . there be many medium and platform for share these information with the help of the increase number of successful social network , include but not limit to linkedin , google+ , facebook and twitter etc . ",76,Data mining,0
397,Outline of machine learning," the follow outline be provide as an overview of and topical guide to machine learning . machine learning be a subfield of soft computing within computer science that evolve from the study of pattern recognition and computational learning theory in artificial intelligence.http://www.britannica.com/ebchecked/topic/1116194/machine-learning   in 1959 , arthur samuel define machine learn as a "" field of study that give computer the ability to learn without be explicitly program "" . machine learning explore the study and construction of algorithm that can learn from and make prediction on datum . such algorithm operate by build a model from an example training set of input observation in order to make data - drive prediction or decision express as output , rather than follow strictly static program instruction . ",126,Machine learning,0
398,Unihalt," unihalt be a visakhapatnam , india , base data analytic startup . It be first financially sustainable startup mentor by startup village . unihalt be one of the ibm smartcamp vizag winner . They be pick up under ibm gep for support . ",43,Data analysis,0
398,Unihalt," danfeng li , director and the chief data officer at alibaba group join unihalt as an advisor on its board . ",21,Data analysis,1
398,Unihalt, the company have be close down due to unknown reason . the company http://www.unihalt.com official website be now unavailable . ,20,Data analysis,2
399,Caffe (software)," caffe ( convolutional architecture for fast feature embedding ) be a deep learning framework , originally develop at university of california , berkeley . It be open source , under a bsd license . It be write in c++ , with a python interface . ",45,Data mining and machine learning software,0
400,Stefan Schaal," stefan schaal be a german - american computer scientist specialize in robotic , machine learning , autonomous system , and computational neuroscience . bear in frankfurt , main in germany , schaal grow up in the north bavarian town of nürnberg . after graduate from school , he serve in the german army in the ski patrol division of bad reichenhall , where he honorably discharge with the rank of a lieutenant . schaal study mechanical engineering at the technical university of munich , graduate in 1987 with a diploma degree ( summa cum laude ) . subsequently , schaal do his ph.d. in computer aid design and artificial intelligence at the technical university of munich and the massachusetts institute of technology , receive his ph.d. in 1991 ( summa cum laude ) . ",134,Machine learning researchers,0
400,Stefan Schaal," in 1991 , schaal be a postdoctoral fellow at the department and brain and cognitive science and the artificial intelligence lab at the massachusetts institute of technology , fund by the alexander von humboldt foundation   and the german scholarship foundation . start from 1992 , he become an invited researcher at the atr computational neuroscience labs in japan , where he create a robotic lab focus on biological principle of motor control and learning . in 1994 , schaal move to the georgia institute of technology as an adjunct assistant professor , and also hold the same rank at the pennsylvania state university . in 1996 , schaal assume a group leader position in the erato kawato dynamic brain project in japan . start from 1997 , schaal begin his tenure at the university of southern california , where he advance from the rank of assistant professor , to associate professor , to full professor . ",157,Machine learning researchers,1
400,Stefan Schaal," in 2009 , schaal become a founder in define and create the max planck institute for intelligent systems in tübingen / stuttgart germany , an institute focus on principle of perception - action - learn system in synthetic intelligence . in 2012 , schaal create the autonomous motion department at this institute and lead it to international recognition . ",59,Machine learning researchers,2
400,Stefan Schaal," in 2018 , der spiegel publish an article allege that schaal have improperly accept the position at mpi while retain his full - time position at usc and be under investigation for misuse of public fund . His employment for the max planck society have since be terminate . ",49,Machine learning researchers,3
400,Stefan Schaal," stefan schaal 's interest focus on autonomous perception - action - learn system , in particular anthropomorphic robotic system . He work on topic of machine learn for control , control theory , computational neuroscience for neuromotor control , experimental robotic , reinforcement learning , artificial intelligence , and nonlinear dynamical system . stefan have co - author more than 400 publication . in top conference and journal , and serve as organizer on various top conference in machine learning and robotic . He have receive numerous good paper award and honor in his scientific community . stefan schaal as be note as one of the five leader in robotic in 2011 , and among the top robotic expert in the world . 
 ",124,Machine learning researchers,4
401,Stefano Soatto," stefano soatto be professor of computer science at the university of california , los angeles ( ucla ) , in los angeles , ca , where he be also professor of electrical engineering and founding director of the ucla vision lab . He be name fellow of the institute of electrical and electronics engineers ( ieee ) in 2013 for contribution to dynamic visual process . He receive the david marr prize in computer vision in 1999 . ",78,Machine learning researchers,0
402,Machine learning control," machine learn control ( mlc ) be a subfield of machine learning , intelligent control and control theorywhich solve optimal control problem with method of machine learning . 
 key application be complex nonlinear system 
 for which linear control theory method be not applicable . ",46,Machine learning,0
403,Gary B. Fogel," gary bryce fogel ( bear 1968 ) be an american biologist and computer scientist . He be the chief executive officer of natural selection , inc.http://www.natural - selection.com / management He be most know for his application of computational intelligence and machine learn to bioinformatic , computational biology , and industrial optimization . ",53,Machine learning researchers,0
404,Machine learning in bioinformatics," machine learning , a subfield of computer science involve the development of algorithm that learn how to make prediction base on datum , have a number of emerge application in the field of bioinformatic . bioinformatic deal with computational and mathematical approach for understanding and process biological datum . ",49,Machine learning,0
404,Machine learning in bioinformatics," prior to the emergence of machine learn algorithm , bioinformatic algorithm have to be explicitly program by hand which , for problem such as protein structure prediction , prove extremely difficult . machine learning technique such as deep learning enable the algorithm to make use of automatic feature learning which mean that base on the dataset alone , the algorithm can learn how to combine multiple feature of the input datum into a more abstract set of feature from which to conduct further learning . this multi - layer approach to learn pattern in the input data allow such system to make quite complex prediction when train on large dataset . in recent year , the size and number of available biological dataset have skyrocket , enable bioinformatic researcher to make use of these machine learning system . machine learning have be apply to six main subfield of bioinformatic : genomic , proteomic , microarray , system biology , evolution , and text mining . ",165,Machine learning,1
405,PyTorch," pytorch be software , specifically a machine learn library for the programming language python , base on the torch library , use for application such as deep learning and natural language processing . It be primarily develop by facebook 's artificial - intelligence research group , and uber 's pyro probabilistic programming language software be build on it . It be free and open - source software release under one of the bsd license . ",75,Data mining and machine learning software,0
405,PyTorch," pytorch provide two high - level feature : 
  tensor computing ( like numpy ) with strong acceleration via graphic processing unit ( gpu ) 
  deep neural network build on a tape - base autodiff system ",37,Data mining and machine learning software,1
406,Arthur Zimek," arthur zimek be a professor in datum mining , data science and machine learn at the university of southern denmark in odense , denmark . ",25,Machine learning researchers,0
406,Arthur Zimek," He graduate from the ludwig maximilian university of munich in munich , germany , where he work with prof . hans - peter kriegel . His dissertation on "" correlation clustering "" be award the "" sigkdd doctoral dissertation award 2009 runner - up "" by the association for computing machinery . ",52,Machine learning researchers,1
406,Arthur Zimek," He be well knowne.g .   for his work on outlier detection , density - base clustering , correlation clustering , and the curse of dimensionality . ",27,Machine learning researchers,2
406,Arthur Zimek, He be one of the founder and core developer of the open - source elki datum mining framework . ,19,Machine learning researchers,3
407,Mixture of experts," mixture of expert refer to a machine learning technique where multiple expert ( learner ) be use to divide the problem space into homogeneous region . an example from the computer vision domain be combine a neural network model for human detection with another for pose estimation . if the output be condition on multiple level of probabilistic gating function , the mixture be call a hierarchical mixture of expert . 
 a gating network decide which expert to use for each input region . learn thus consist of 1 ) learn the parameter of individual learner and 2 ) learn the parameter of the gating network . ",108,Machine learning algorithms,0
408,International Journal of Data Warehousing and Mining," the international journal of data warehousing and mining ( ijdwm ) . be a quarterly peer - review academic journal cover datum warehousing and datum mining . It be establish in 2005 and be publish by igi global . the editor - in - chief be david taniar ( monash university , australia ) . ",55,Data mining,0
409,Alexei A. Efros," alexei "" alyosha "" a. efros be a russian - american computer scientist and associate professor at university of california , berkeley . He be widely recognize for his contribution to computer vision and his work have be reference in medium outlet include wired , bbc news , the new york times , and the new yorker . ",58,Machine learning researchers,0
410,Hyperparameter optimization," in machine learning , hyperparameter optimization or tuning be the problem of choose a set of optimal hyperparameter for a learn algorithm . a hyperparameter be a parameter whose value be use to control the learning process . by contrast , the value of other parameter ( typically node weight ) be learn . 
 the same kind of machine learning model can require different constraint , weight or learning rate to generalize different datum pattern . these measure be call hyperparameter , and have to be tune so that the model can optimally solve the machine learning problem . hyperparameter optimization find a tuple of hyperparameter that yield an optimal model which minimize a predefined loss function on give independent datum .   the objective function take a tuple of hyperparameter and return the associated loss . cross - validation be often use to estimate this generalization performance . ",150,Machine learning,0
411,Connectionist temporal classification," connectionist temporal classification ( ctc ) be a type of neural network output and associate scoring function , for train recurrent neural network ( rnn ) such as lstm network to tackle sequence problem where the timing be variable . It can be use for task like on - line handwriting recognition or recognize phoneme in speech audio . ctc refer to the output and scoring , and be independent of the underlie neural network structure . It be introduce in 2006 . ",83,Machine learning,0
411,Connectionist temporal classification," the input be a sequence of observation , and the output be a sequence of label , which can include blank output . the difficulty of training come from there be many more observation than there be label . for example in speech audio there can be multiple time slice which correspond to a single phoneme . since we do not know the alignment of the observed sequence with the target label we predict a probability distribution at each time step . a ctc network have a continuous output ( e.g. softmax ) , which be fit through training to model the probability of a label . ctc do not attempt to learn boundary and timing : label sequence be consider equivalent if they differ only in alignment , ignore blank . equivalent label sequence can occur in many way – which make score a non - trivial task , but there be an efficient forward – backward algorithm for that . ",162,Machine learning,1
411,Connectionist temporal classification, ctc score can then be use with the back - propagation algorithm to update the neural network weight . ,19,Machine learning,2
411,Connectionist temporal classification, alternative approach to a ctc - fit neural network include a hidden markov model ( hmm ) . ,18,Machine learning,3
412,Documenting Hate," document hate be a project of propublica , in collaboration with a number of journalistic , academic , and compute organization , for systematic tracking of hate crime and bias incident . It use an online form to facilitate reporting of incident by the general public . since august 2017 , it have also use machine learning and natural language processing technique to monitor and collect news story about hate crime and bias incident . , over 100 news organization have join the project . ",85,Machine learning,0
413,BigDL," bigdl be a distribute deep learning framework for apache spark , create by jason dai at intel . ",18,Data mining and machine learning software,0
414,Rada Mihalcea," rada mihalcea be a professor of computer science and engineering at the university of michigan . Her research focus on natural language processing , multimodal processing , and computational social science . ",32,Machine learning researchers,0
415,Pushpak Bhattacharyya," pushpak bhattacharyya be a computer scientist and a professor at computer science and engineering department , iit bombay . currently , he be also the director of indian institute of technology patna . prof . pushpak bhattacharyya , director iit patna indian institute of technology patna . retrieved 2018 - 11 - 21 . He be a past president of association for computational linguistics ( 2016 - 17),executive committee retrieved 2018 - 11 - 21 . and ex - vijay and sita vashee chair professorchair professors 2015 retrieved 2018 - 11 - 21 . He currently head the natural language processing research group center for indian language technology ( cfilt ) lab at iit bombay . ",116,Machine learning researchers,0
416,Highway network," in machine learning , a highway network be an approach to optimize network and increase their depth . highway network use learn gating mechanism to regulate information flow , inspire by long short - term memory ( lstm ) recurrent neural network . the gating mechanism allow neural network to have path for information to follow across different layer ( "" information highway "" ) . ",66,Machine learning,0
416,Highway network, highway network have be use as part of text sequence labeling and speech recognition task . ,16,Machine learning,1
